order_id,product_id,product_category,price,is_first_time_customer,order_day_of_week,returned
ORD-1229,P-129,Engine,127.31,0,6,0
ORD-1230,P-130,Exhaust,56.36,0,6,0
ORD-1231,P-131,Engine,25.13,0,0,0
ORD-1232,P-132,Filters,61.5,0,2,0
ORD-1233,P-133,Exhaust,171.79,0,6,0
ORD-1234,P-134,Engine,39.0,1,2,0
ORD-1235,P-135,Engine,173.79,0,1,0
ORD-1236,P-136,Engine,26.58,0,0,0
ORD-1237,P-137,Engine,46.7,0,0,0
ORD-1238,P-138,Suspension,60.77,1,5,0
ORD-1239,P-139,Filters,30.48,0,3,0
ORD-1240,P-140,Exhaust,47.6,0,4,0
ORD-1241,P-141,Exhaust,98.47,0,0,0
ORD-1242,P-142,Engine,58.74,0,2,0
ORD-1243,P-143,Filters,39.92,0,2,0
ORD-1244,P-144,Electronics,92.41,1,1,0
ORD-1245,P-145,Filters,69.18,0,3,0
ORD-1246,P-146,Suspension,110.42,1,2,0
ORD-1247,P-147,Electronics,32.57,1,3,0
ORD-1248,P-148,Suspension,78.75,1,2,0
ORD-1249,P-149,Suspension,21.16,1,6,0
ORD-1250,P-150,Brakes,96.58,1,2,0
ORD-1251,P-151,HVAC,51.85,1,0,0
ORD-1252,P-152,Engine,170.0,0,3,0
ORD-1253,P-153,Exhaust,10.61,0,4,0
ORD-1254,P-154,Electronics,10.39,0,2,0
ORD-1255,P-155,HVAC,28.89,0,4,0
ORD-1256,P-156,Brakes,53.06,0,0,0
ORD-1257,P-157,Engine,35.52,0,2,1
ORD-1258,P-158,Engine,19.44,0,4,0
ORD-1259,P-159,Filters,66.08,1,4,0
ORD-1260,P-160,Filters,63.52,1,1,0
ORD-1261,P-161,Electronics,26.9,0,4,1
ORD-1262,P-162,Suspension,94.57,1,0,0
ORD-1263,P-163,Brakes,47.06,0,1,0
ORD-1264,P-164,Brakes,52.46,0,0,0
ORD-1265,P-165,Brakes,47.5,0,2,1
ORD-1266,P-166,Engine,46.88,0,5,0
ORD-1267,P-167,Engine,13.28,0,6,1
ORD-1268,P-168,Engine,35.58,0,0,0
ORD-1269,P-169,Exhaust,96.55,0,3,0
ORD-1270,P-170,Exhaust,28.1,1,2,0
ORD-1271,P-171,Brakes,43.03,0,2,0
ORD-1272,P-172,Brakes,33.21,0,3,0
ORD-1273,P-173,Suspension,20.23,0,1,0
ORD-1274,P-174,Suspension,141.23,0,6,0
ORD-1275,P-175,Filters,37.01,0,0,0
ORD-1276,P-176,Engine,27.74,0,2,0
ORD-1277,P-177,Electronics,18.19,0,1,0
ORD-1278,P-178,Exhaust,8.82,0,2,0
ORD-1279,P-179,Suspension,85.87,0,2,0
ORD-1280,P-180,Brakes,86.18,0,3,0
ORD-1281,P-181,Engine,10.92,0,2,0
ORD-1282,P-182,Engine,39.57,0,2,0
ORD-1283,P-183,HVAC,42.99,0,0,0
ORD-1284,P-184,Engine,29.69,0,0,0
ORD-1285,P-185,Brakes,111.29,1,2,0
ORD-1286,P-186,Engine,16.9,1,1,0
ORD-1287,P-187,Brakes,111.82,0,5,0
ORD-1288,P-188,Electronics,97.65,0,3,0
ORD-1289,P-189,Suspension,25.6,0,2,0
ORD-1290,P-190,Exhaust,60.14,1,5,0
ORD-1291,P-191,Brakes,75.35,0,5,0
ORD-1292,P-192,Brakes,90.32,0,6,0
ORD-1293,P-193,Electronics,28.15,0,6,0
ORD-1294,P-194,Filters,43.29,0,0,0
ORD-1295,P-195,Filters,62.37,0,3,0
ORD-1296,P-196,Suspension,41.65,0,2,0
ORD-1297,P-197,Brakes,45.34,0,6,0
ORD-1298,P-198,Filters,47.42,0,3,0
ORD-1299,P-199,Engine,94.1,1,5,0
ORD-1300,P-200,Brakes,50.32,0,1,0
ORD-1301,P-201,Exhaust,69.49,1,2,0
ORD-1302,P-202,Exhaust,14.27,0,3,0
ORD-1303,P-203,Suspension,53.16,0,4,0
ORD-1304,P-204,Filters,20.33,0,4,0
ORD-1305,P-205,Filters,24.89,1,1,0
ORD-1306,P-206,Exhaust,62.94,0,2,0
ORD-1307,P-207,Exhaust,105.41,1,2,0
ORD-1308,P-208,Electronics,39.97,0,1,0
ORD-1309,P-209,Filters,29.5,0,3,0
ORD-1310,P-210,Exhaust,64.41,0,5,0
ORD-1311,P-211,Brakes,88.77,0,0,0
ORD-1312,P-212,Brakes,9.65,0,5,0
ORD-1313,P-213,Suspension,22.89,0,3,0
ORD-1314,P-214,Brakes,82.29,0,1,0
ORD-1315,P-215,Filters,17.68,0,6,0
ORD-1316,P-216,Suspension,56.71,0,4,0
ORD-1317,P-217,Exhaust,20.77,0,0,0
ORD-1318,P-218,Brakes,44.54,0,6,0
ORD-1319,P-219,Engine,10.83,0,6,0
ORD-1320,P-220,Filters,40.89,0,5,0
ORD-1321,P-221,Brakes,12.7,0,5,0
ORD-1322,P-222,Filters,97.21,0,6,0
ORD-1323,P-223,Brakes,46.87,0,5,0
ORD-1324,P-224,Suspension,35.24,0,2,0
ORD-1325,P-225,Electronics,58.13,1,4,0
ORD-1326,P-226,Filters,66.82,0,0,0
ORD-1327,P-227,Suspension,94.68,0,5,0
ORD-1328,P-228,Electronics,25.79,0,0,0
ORD-1329,P-229,Electronics,34.17,1,5,0
ORD-1330,P-230,Brakes,103.39,0,0,0
ORD-1331,P-231,Engine,81.8,1,0,0
ORD-1332,P-232,Filters,34.85,0,5,0
ORD-1333,P-233,Suspension,121.63,0,2,0
ORD-1334,P-234,Suspension,92.11,0,2,0
ORD-1335,P-235,Suspension,10.16,0,3,0
ORD-1336,P-236,Exhaust,35.43,0,2,0
ORD-1337,P-237,Brakes,34.37,0,1,0
ORD-1338,P-238,Filters,16.85,0,3,0
ORD-1339,P-239,HVAC,26.17,0,3,0
ORD-1340,P-240,HVAC,12.7,1,2,0
ORD-1341,P-241,Brakes,31.67,0,4,0
ORD-1342,P-242,Suspension,164.01,1,1,0
ORD-1343,P-243,Filters,62.15,0,1,1
ORD-1344,P-244,Engine,19.83,1,4,0
ORD-1345,P-245,Engine,118.95,1,1,0
ORD-1346,P-246,Electronics,29.55,0,6,0
ORD-1347,P-247,Suspension,49.46,0,1,0
ORD-1348,P-248,Filters,29.67,0,0,0
ORD-1349,P-249,Filters,27.5,0,2,0
ORD-1350,P-250,Filters,15.23,0,2,0
ORD-1351,P-251,Brakes,84.36,1,0,1
ORD-1352,P-252,Exhaust,41.23,1,3,0
ORD-1353,P-253,Engine,41.19,0,0,0
ORD-1354,P-254,Exhaust,32.01,0,3,0
ORD-1355,P-255,HVAC,96.65,0,5,0
ORD-1356,P-256,Electronics,67.46,0,0,0
ORD-1357,P-257,Engine,47.78,1,4,0
ORD-1358,P-258,Filters,19.2,0,1,1
ORD-1359,P-259,Electronics,112.56,0,6,0
ORD-1360,P-260,Suspension,193.2,0,2,0
ORD-1361,P-261,Exhaust,34.95,0,1,0
ORD-1362,P-262,HVAC,33.89,1,4,0
ORD-1363,P-263,Suspension,114.7,1,1,0
ORD-1364,P-264,Engine,44.85,1,2,0
ORD-1365,P-265,Exhaust,46.8,0,5,0
ORD-1366,P-266,Filters,30.39,0,6,0
ORD-1367,P-267,Brakes,36.26,0,4,0
ORD-1368,P-268,HVAC,29.91,1,6,1
ORD-1369,P-269,Electronics,44.17,0,0,0
ORD-1370,P-270,Brakes,251.13,0,6,0
ORD-1371,P-271,Electronics,25.46,0,2,0
ORD-1372,P-272,Suspension,45.71,0,0,0
ORD-1373,P-273,Electronics,189.6,0,6,0
ORD-1374,P-274,Electronics,41.56,0,0,0
ORD-1375,P-275,Engine,33.19,0,1,0
ORD-1376,P-276,Exhaust,47.31,0,0,0
ORD-1377,P-277,Brakes,19.56,0,3,0
ORD-1378,P-278,Electronics,33.63,0,2,0
ORD-1379,P-279,Exhaust,17.87,1,3,0
ORD-1380,P-280,Brakes,90.48,1,4,0
ORD-1381,P-281,Engine,99.48,0,0,1
ORD-1382,P-282,Electronics,185.38,0,5,0
ORD-1383,P-283,Filters,86.49,0,6,0
ORD-1384,P-284,Engine,18.65,1,2,0
ORD-1385,P-285,Brakes,50.66,0,1,0
ORD-1386,P-286,Engine,32.73,1,2,1
ORD-1387,P-287,Suspension,150.11,0,5,0
ORD-1388,P-288,Exhaust,23.48,0,5,0
ORD-1389,P-289,Engine,53.06,0,6,0
ORD-1390,P-290,Filters,20.44,0,4,0
ORD-1391,P-291,Electronics,60.16,0,2,0
ORD-1392,P-292,Engine,37.22,0,2,0
ORD-1393,P-293,Exhaust,17.72,0,6,0
ORD-1394,P-294,Engine,40.6,1,3,0
ORD-1395,P-295,Exhaust,65.56,0,1,0
ORD-1396,P-296,Brakes,10.93,1,0,0
ORD-1397,P-297,Brakes,23.27,0,5,0
ORD-1398,P-298,Exhaust,88.27,1,1,0
ORD-1399,P-299,Electronics,45.02,0,2,0
ORD-1400,P-100,Brakes,25.72,0,2,0
ORD-1401,P-101,Engine,15.14,0,6,0
ORD-1402,P-102,Electronics,21.18,0,6,0
ORD-1403,P-103,Engine,21.83,0,2,0
ORD-1404,P-104,Exhaust,23.91,0,2,0
ORD-1405,P-105,Suspension,39.82,0,6,0
ORD-1406,P-106,Filters,27.57,0,4,0
ORD-1407,P-107,Filters,20.39,0,6,0
ORD-1408,P-108,Brakes,74.33,1,4,0
ORD-1409,P-109,Brakes,21.31,0,2,0
ORD-1410,P-110,Exhaust,54.4,1,6,0
ORD-1411,P-111,Suspension,30.54,0,3,0
ORD-1412,P-112,Exhaust,25.24,0,6,0
ORD-1413,P-113,Electronics,32.99,0,2,0
ORD-1414,P-114,Exhaust,27.25,0,2,0
ORD-1415,P-115,Suspension,39.77,0,6,0
ORD-1416,P-116,Filters,155.72,0,3,1
ORD-1417,P-117,HVAC,82.14,0,5,0
ORD-1418,P-118,Engine,233.94,0,1,0
ORD-1419,P-119,Filters,33.32,1,2,0
ORD-1420,P-120,Filters,21.12,1,4,0
ORD-1421,P-121,Engine,17.02,1,0,0
ORD-1422,P-122,Suspension,95.25,0,4,0
ORD-1423,P-123,Electronics,127.19,1,1,0
ORD-1424,P-124,HVAC,103.92,1,1,0
ORD-1425,P-125,Filters,127.44,0,3,0
ORD-1426,P-126,Brakes,27.46,0,4,0
ORD-1427,P-127,Engine,33.01,0,0,0
ORD-1428,P-128,Engine,9.93,0,1,0
ORD-1429,P-129,Suspension,57.69,0,4,0
ORD-1430,P-130,Suspension,84.36,0,4,0
ORD-1431,P-131,Exhaust,21.36,0,2,0
ORD-1432,P-132,Suspension,72.87,1,0,0
ORD-1433,P-133,Engine,37.55,0,4,0
ORD-1434,P-134,Brakes,57.3,0,4,0
ORD-1435,P-135,Electronics,44.31,0,2,0
ORD-1436,P-136,Exhaust,37.42,1,3,0
ORD-1437,P-137,Brakes,122.85,0,5,0
ORD-1438,P-138,Brakes,45.41,0,6,0
ORD-1439,P-139,Electronics,47.94,0,2,1
ORD-1440,P-140,Brakes,32.67,0,3,0
ORD-1441,P-141,HVAC,16.48,0,4,0
ORD-1442,P-142,Filters,76.84,1,0,0
ORD-1443,P-143,Brakes,18.16,0,6,0
ORD-1444,P-144,Engine,27.13,1,4,0
ORD-1445,P-145,Brakes,20.92,0,1,0
ORD-1446,P-146,Engine,396.01,0,3,0
ORD-1447,P-147,Engine,18.41,0,4,0
ORD-1448,P-148,Brakes,88.63,1,0,0
ORD-1449,P-149,Suspension,37.96,1,1,1
ORD-1450,P-150,Brakes,13.18,0,2,0
ORD-1451,P-151,Brakes,18.78,0,6,0
ORD-1452,P-152,Exhaust,55.04,1,3,0
ORD-1453,P-153,Exhaust,66.98,0,5,0
ORD-1454,P-154,Filters,29.04,0,1,0
ORD-1455,P-155,Engine,16.75,1,2,0
ORD-1456,P-156,Filters,58.06,0,0,1
ORD-1457,P-157,Exhaust,27.06,0,0,0
ORD-1458,P-158,Engine,55.82,0,0,0
ORD-1459,P-159,Engine,19.94,1,2,0
ORD-1460,P-160,Suspension,22.27,0,0,0
ORD-1461,P-161,Brakes,27.25,0,5,0
ORD-1462,P-162,Brakes,24.97,1,1,1
ORD-1463,P-163,Engine,83.86,0,2,0
ORD-1464,P-164,Filters,48.7,0,5,0
ORD-1465,P-165,Engine,16.61,0,4,0
ORD-1466,P-166,Exhaust,23.53,1,3,0
ORD-1467,P-167,Electronics,41.19,0,0,0
ORD-1468,P-168,Suspension,48.32,0,2,0
ORD-1469,P-169,Engine,36.6,1,3,0
ORD-1470,P-170,Brakes,15.09,0,6,0
ORD-1471,P-171,Electronics,35.61,0,4,0
ORD-1472,P-172,HVAC,171.38,1,2,1
ORD-1473,P-173,Filters,24.87,0,3,0
ORD-1474,P-174,Brakes,33.97,0,4,0
ORD-1475,P-175,HVAC,62.29,1,6,0
ORD-1476,P-176,Brakes,43.54,1,3,0
ORD-1477,P-177,Electronics,11.9,0,5,0
ORD-1478,P-178,Exhaust,33.6,1,3,0
ORD-1479,P-179,Suspension,80.68,1,5,1
ORD-1480,P-180,Engine,464.93,0,1,0
ORD-1481,P-181,Filters,17.14,0,6,0
ORD-1482,P-182,Exhaust,26.9,1,2,0
ORD-1483,P-183,Brakes,54.21,1,4,0
ORD-1484,P-184,Suspension,45.93,0,3,0
ORD-1485,P-185,Brakes,43.29,1,5,0
ORD-1486,P-186,HVAC,25.54,1,5,0
ORD-1487,P-187,Electronics,77.25,1,1,0
ORD-1488,P-188,Suspension,43.71,0,4,0
ORD-1489,P-189,Engine,35.57,0,6,0
ORD-1490,P-190,Suspension,18.67,0,4,0
ORD-1491,P-191,Engine,25.1,0,5,0
ORD-1492,P-192,Electronics,172.49,1,0,0
ORD-1493,P-193,Electronics,58.35,0,0,0
ORD-1494,P-194,Filters,36.48,1,4,0
ORD-1495,P-195,Exhaust,43.82,0,4,1
ORD-1496,P-196,HVAC,19.24,0,5,0
ORD-1497,P-197,Suspension,44.6,0,3,0
ORD-1498,P-198,HVAC,14.48,0,0,0
ORD-1499,P-199,Brakes,31.79,0,6,0
ORD-1500,P-200,Brakes,25.12,0,0,0
ORD-1501,P-201,Brakes,158.65,0,2,0
ORD-1502,P-202,Engine,43.25,1,4,0
ORD-1503,P-203,Electronics,35.76,1,0,0
ORD-1504,P-204,Suspension,8.75,0,1,1
ORD-1505,P-205,Electronics,103.66,1,3,1
ORD-1506,P-206,Engine,26.61,0,6,0
ORD-1507,P-207,Electronics,38.99,0,5,0
ORD-1508,P-208,HVAC,68.97,1,0,0
ORD-1509,P-209,Suspension,18.27,0,5,0
ORD-1510,P-210,Electronics,19.25,1,0,0
ORD-1511,P-211,Suspension,188.94,0,4,0
ORD-1512,P-212,Brakes,58.19,0,2,0
ORD-1513,P-213,Brakes,46.88,0,4,0
ORD-1514,P-214,Electronics,18.56,1,2,0
ORD-1515,P-215,Engine,100.97,0,2,0
ORD-1516,P-216,Suspension,32.45,1,0,0
ORD-1517,P-217,Engine,27.28,0,5,0
ORD-1518,P-218,Electronics,23.08,0,5,0
ORD-1519,P-219,Filters,12.09,1,4,0
ORD-1520,P-220,Engine,53.32,1,1,0
ORD-1521,P-221,Brakes,74.09,0,0,0
ORD-1522,P-222,Electronics,10.57,1,0,0
ORD-1523,P-223,Engine,42.43,1,4,0
ORD-1524,P-224,Brakes,141.11,0,4,0
ORD-1525,P-225,Filters,43.39,0,1,1
ORD-1526,P-226,Brakes,160.98,0,3,0
ORD-1527,P-227,Filters,14.4,0,3,0
ORD-1528,P-228,Suspension,39.42,0,4,0
ORD-1529,P-229,Brakes,39.44,1,4,0
ORD-1530,P-230,Exhaust,31.33,0,2,0
ORD-1531,P-231,Brakes,30.06,0,5,0
ORD-1532,P-232,Exhaust,17.75,0,4,0
ORD-1533,P-233,Suspension,133.19,1,4,0
ORD-1534,P-234,Electronics,53.78,0,5,0
ORD-1535,P-235,Filters,21.04,0,5,0
ORD-1536,P-236,Engine,156.61,0,4,0
ORD-1537,P-237,Brakes,44.79,0,6,0
ORD-1538,P-238,Suspension,105.17,0,4,0
